unique_id,collision_id,crash_date,crash_time,person_id,person_type,person_injury,vehicle_id,person_age,ejection,emotional_status,bodily_injury,position_in_vehicle,safety_equipment,ped_location,ped_action,complaint,ped_role,contributing_factor_1,contributing_factor_2,person_sex,person_age_imputed,person_injury_clean
12488034,4596582,01/09/2023,21:00,b4acbb56-cfc7-4045-94ef-d50cf63f628f,OCCUPANT,Unspecified,20372409.0,36.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,36.0,UNKNOWN
9129958,4100924,03/20/2019,13:20,e03278d5-d180-4fb7-ae2b-95073bd38a21,OCCUPANT,Unspecified,18586897.0,55.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,55.0,UNKNOWN
11887744,4440949,07/24/2021,22:20,0347b5cb-9298-452d-8d71-e0afba98f3da,OCCUPANT,Unspecified,20026487.0,46.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Unknown,,,Does Not Apply,Passenger,,,F,46.0,UNKNOWN
6047964,3602465,01/18/2017,0:45,8ce88f62-bbf1-4d1b-b6bc-18f80b348009,OCCUPANT,Unspecified,17087188.0,,,,,,,,,,Registrant,,,M,39.0,UNKNOWN
8732014,4078266,02/09/2019,18:37,d8309c79-484d-4b40-a190-f6cbb099187e,OCCUPANT,Unspecified,18389539.0,86.0,,,,,,,,,Registrant,,,M,86.0,UNKNOWN
13039529,4740388,07/12/2024,22:45,a40fde80-132a-4af2-a822-cc9808240340,BICYCLIST,Injured,20685101.0,24.0,Ejected,Conscious,Head,Driver,,,,Minor Bleeding,Driver,,,M,24.0,INJURED
7765876,3767360,10/11/2017,15:37,18e30a3a-07b3-4bfe-9769-799a69a83b50,BICYCLIST,Unspecified,17914098.0,15.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M,15.0,UNKNOWN
12475539,4594935,12/31/2022,14:30,22f0fe0e-9e8b-4be7-8bb5-f87568cf8ffb,OCCUPANT,Unspecified,20365217.0,41.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,41.0,UNKNOWN
9327884,4048945,12/17/2018,19:33,1573be5f-7033-4f2f-b25c-2ac5e38ec653,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN
12834318,4687760,12/16/2023,19:30,12981b7c-d19e-4f2e-87d1-8bc3041ed182,OCCUPANT,Unspecified,20568883.0,17.0,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt,,,Does Not Apply,Passenger,,,F,17.0,UNKNOWN
11928216,4452075,08/27/2021,16:00,0b5f0e11-fd9b-450c-a4a7-f6d81d8bf99a,OCCUPANT,Unspecified,20050337.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN
7332931,3828554,01/14/2018,8:00,efa6f039-7fd9-4e6b-8e6c-c1a48bb94f4d,OCCUPANT,Unspecified,17701964.0,38.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,38.0,UNKNOWN
13378131,4815213,05/23/2025,8:55,152cb552-a562-4c60-814c-5807ddb426d1,OCCUPANT,Unspecified,20879726.0,37.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,37.0,UNKNOWN
9550719,3963033,08/17/2018,6:30,2bae1214-c5bd-451f-88db-9577bf171789,OCCUPANT,Unspecified,18793690.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN
7297498,3825302,01/09/2018,14:30,7665b6b7-1801-4b33-9889-476c487034c6,OCCUPANT,Unspecified,17684572.0,64.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M,64.0,UNKNOWN
6172187,3461946,06/15/2016,13:31,960734,OCCUPANT,Unspecified,17147270.0,30.0,,,,,,,,,Registrant,,,M,30.0,UNKNOWN
6426185,3511311,08/30/2016,11:45,1782065,OCCUPANT,Unspecified,17266441.0,53.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,53.0,UNKNOWN
6343240,3543712,10/19/2016,22:40,2384836,OCCUPANT,Unspecified,17227211.0,25.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,25.0,UNKNOWN
11070781,4300897,03/05/2020,11:05,11d463df-ad0a-4645-b1df-b2f479c5c0e2,OCCUPANT,Unspecified,19564244.0,43.0,,,,,,,,,Registrant,,,F,43.0,UNKNOWN
6757102,3574879,12/07/2016,1:00,2955629,OCCUPANT,Unspecified,17424729.0,27.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,27.0,UNKNOWN
12284086,4544721,07/08/2022,19:00,1b3f21db-a55b-4239-b4dd-b4e9f4d0481a,OCCUPANT,Unspecified,20255548.0,31.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M,31.0,UNKNOWN
9309127,3925159,06/20/2018,13:30,b8ffcc87-acbc-41c3-a1be-067b700a55c0,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN
13306345,4797361,03/05/2025,13:45,5001e228-8bd8-4122-93dc-70c8687a880e,OCCUPANT,Unspecified,20838693.0,30.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,30.0,UNKNOWN
12003190,4471496,10/27/2021,5:00,f768dae5-89b0-4f78-b91b-585c360ea610,OCCUPANT,Unspecified,20093784.0,38.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,38.0,UNKNOWN
9747895,4113853,04/12/2019,16:53,35e1cb26-1622-4d4e-89ae-e87b7002c078,OCCUPANT,Unspecified,18891559.0,35.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,F,35.0,UNKNOWN
7118487,3729565,08/12/2017,1:45,80006585-0226-4c27-9da4-a8694c46165c,OCCUPANT,Unspecified,17597810.0,30.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,30.0,UNKNOWN
6937515,3668560,04/30/2017,23:00,4502be61-0d1b-4706-85f8-6c10ffa36007,OCCUPANT,Unspecified,17511263.0,62.0,,,,,,,,,Registrant,,,F,62.0,UNKNOWN
12872328,4697196,01/23/2024,12:15,f329b696-96eb-4698-bfca-9d5eb0e7fbd5,OCCUPANT,Unspecified,20590570.0,15.0,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,15.0,UNKNOWN
5963411,3442993,05/16/2016,9:00,677731,OCCUPANT,Unspecified,17047329.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN
11048359,4284782,02/03/2020,16:40,bd5b33e8-9e1b-4d54-ab73-c706e5ff2b44,OCCUPANT,Unspecified,19552698.0,54.0,,,,,,,,,Registrant,,,M,54.0,UNKNOWN
5953655,3431988,05/01/2016,10:30,531238,OCCUPANT,Unspecified,17042745.0,48.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M,48.0,UNKNOWN
7519823,3893088,05/03/2018,7:30,89c8e748-6fc4-4328-a873-df3e5a1d0673,OCCUPANT,Unspecified,17793749.0,9.0,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt,,,Does Not Apply,Passenger,,,M,9.0,UNKNOWN
11962989,4460789,09/24/2021,8:12,9e10adfc-da2f-4d60-9e1c-63d14f7760a5,OCCUPANT,Unspecified,20070724.0,45.0,Not Ejected,Does Not Apply,Does Not Apply,"Middle front seat, or passenger lying across a seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M,45.0,UNKNOWN
7692137,3770914,10/17/2017,8:15,03cba5d6-9037-4bd6-9e52-43dd96cd23f7,OCCUPANT,Unspecified,17878333.0,45.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M,45.0,UNKNOWN
9117199,3909454,05/26/2018,21:27,2fbe6e8c-53f6-4535-aec3-3bf1896bf7b3,OCCUPANT,Unspecified,18580638.0,28.0,,,,,,,,,Registrant,,,M,28.0,UNKNOWN
9567524,4012913,11/02/2018,19:30,1115bc6d-6dca-4d16-bc3c-e2c60bf3017b,OCCUPANT,Unspecified,18802122.0,54.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,54.0,UNKNOWN
11748876,4404829,04/03/2021,19:56,6616e168-fdb5-4030-b1c3-4574edc7d46f,OCCUPANT,Unspecified,19945319.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN
13036087,4739441,07/04/2024,15:35,110995f9-5f6b-43fa-94cc-1026fa3f5c4d,OCCUPANT,Unspecified,20683152.0,44.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,44.0,UNKNOWN
6264801,3463467,06/17/2016,0:20,976297,OCCUPANT,Unspecified,17190499.0,40.0,,,,,,,,,Registrant,,,M,40.0,UNKNOWN
12567243,4618733,03/31/2023,1:20,742232dc-de02-4435-b037-da548a97d91a,OCCUPANT,Unspecified,20417467.0,23.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,23.0,UNKNOWN
11345291,4329722,07/14/2020,15:00,dfb398d1-9bea-441a-85b8-46a90c20366d,OCCUPANT,Unspecified,19710096.0,42.0,,,,,,,,,Registrant,,,F,42.0,UNKNOWN
13031649,4738388,07/04/2024,13:30,cce385fb-df7a-4ed7-a5a7-caf3ed2efe57,OCCUPANT,Injured,20680643.0,77.0,Not Ejected,Conscious,Neck,Driver,Air Bag Deployed/Lap Belt/Harness,,,Complaint of Pain or Nausea,Driver,,,F,77.0,INJURED
11405258,4345489,09/05/2020,19:15,fdbcb756-b630-4b86-bbbb-d876fbba82aa,OCCUPANT,Unspecified,19744955.0,52.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,52.0,UNKNOWN
6230181,3455057,06/01/2016,11:19,1963779,OCCUPANT,Unspecified,17174303.0,55.0,Not Ejected,Does Not Apply,Does Not Apply,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,55.0,UNKNOWN
7311156,3827971,01/11/2018,13:40,82605e0e-3851-4759-b23a-f1b50155709e,OCCUPANT,Unspecified,17691254.0,11.0,Not Ejected,Does Not Apply,Does Not Apply,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,11.0,UNKNOWN
13290005,4792495,02/13/2025,16:20,95b11b88-2648-4b04-8942-b01e802ef974,OCCUPANT,Unspecified,20829526.0,61.0,,,,,,,,,Registrant,,,M,61.0,UNKNOWN
9851486,4138056,05/23/2019,16:10,0d730a51-94ed-42ba-af65-8ca95761a6b0,OCCUPANT,Unspecified,18942603.0,,,,,,,,,,Registrant,,,F,39.0,UNKNOWN
12777484,4672972,10/22/2023,4:34,f7c6d273-97ea-41fc-8754-fa63c2ec10e2,OCCUPANT,Injured,20536758.0,44.0,Not Ejected,Conscious,Neck,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",,,,Complaint of Pain or Nausea,Passenger,,,M,44.0,INJURED
12071257,4489265,12/23/2021,10:00,cdaa22b4-944a-447e-911a-d6feb110b969,OCCUPANT,Unspecified,20132836.0,61.0,,,,,,,,,Registrant,,,M,61.0,UNKNOWN
1386998,62717,03/09/2013,15:00,3,OCCUPANT,Injured,9538555.0,38.0,,,,,,,,,,,,,38.0,INJURED
7850968,3757891,09/26/2017,5:10,798f093d-7b89-46ee-9676-e65690fd8937,OCCUPANT,Unspecified,17955537.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN
13458086,4837418,08/18/2025,2:00,359eafcc-e89c-4f61-b037-951a31bb9716,OCCUPANT,Unspecified,20926093.0,16.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt,,,Does Not Apply,Passenger,,,F,16.0,UNKNOWN
6287273,3493368,08/02/2016,16:00,1425868,OCCUPANT,Unspecified,17200952.0,5.0,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Child Restraint Only,,,Does Not Apply,Passenger,,,F,5.0,UNKNOWN
13321225,4801085,03/24/2025,18:00,9d6cba21-8d0f-4c0a-b03f-13adef428fb0,OCCUPANT,Unspecified,20847343.0,35.0,Not Ejected,Does Not Apply,Does Not Apply,Unknown,Unknown,,,Does Not Apply,Driver,,,M,35.0,UNKNOWN
6261391,3470396,06/28/2016,9:00,1087447,OCCUPANT,Injured,17188867.0,46.0,Not Ejected,Conscious,Elbow-Lower-Arm-Hand,"Middle front seat, or passenger lying across a seat",,,,Minor Bleeding,Passenger,,,M,46.0,INJURED
7710726,3754578,09/07/2017,16:36,9affae08-44d3-472e-b97b-ac43a18d89fe,OCCUPANT,Unspecified,17887416.0,45.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,45.0,UNKNOWN
6350061,3566054,11/22/2016,10:30,2785745,OCCUPANT,Unspecified,17230434.0,35.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M,35.0,UNKNOWN
7565726,3906638,05/22/2017,19:19,1eb4ca8c-ce62-40bd-8887-2af30c6a15cb,OCCUPANT,Unspecified,17816367.0,27.0,,,,,,,,,Registrant,,,M,27.0,UNKNOWN
13073633,4749434,07/26/2024,1:58,06c22516-28b3-4766-8842-614658b885e5,OCCUPANT,Injured,20704736.0,20.0,Not Ejected,Conscious,Entire Body,"Middle rear seat, or passenger lying across a seat",Unknown,,,Complaint of Pain or Nausea,Passenger,,,M,20.0,INJURED
7905263,3766981,10/10/2017,13:00,56595187-5f50-42c2-8848-a85909dca730,OCCUPANT,Unspecified,17982302.0,41.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,41.0,UNKNOWN
13374974,4815151,05/21/2025,22:05,495ff100-1c66-410f-81a6-9cddc76c00bc,OCCUPANT,Injured,20877945.0,60.0,Not Ejected,Conscious,Elbow-Lower-Arm-Hand,Driver,Helmet (Motorcycle Only),,,Whiplash,Driver,,,M,60.0,INJURED
6751399,3550627,10/30/2016,15:00,2510507,OCCUPANT,Unspecified,17422000.0,44.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,44.0,UNKNOWN
9370295,3960772,08/13/2018,20:00,a7d1aa0c-117f-42e3-9669-14607eca8f12,OCCUPANT,Unspecified,18705061.0,49.0,,,,,,,,,Registrant,,,M,49.0,UNKNOWN
13251689,4783101,12/31/2024,14:30,74c72d8b-b057-4fc9-93cb-460bc9c31194,PEDESTRIAN,Injured,,42.0,,Conscious,Back,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Other Actions in Roadway,Complaint of Pain or Nausea,Pedestrian,Unspecified,Unspecified,M,42.0,INJURED
7751006,3773804,10/21/2017,9:20,04964002-c954-49cb-825d-f38bca5d07c2,OCCUPANT,Unspecified,17906841.0,31.0,,,,,,,,,Registrant,,,M,31.0,UNKNOWN
12499486,4601244,01/18/2023,7:52,3beab456-9aca-4683-a231-a3d6dbf98d31,OCCUPANT,Unspecified,20379032.0,,Not Ejected,Does Not Apply,Does Not Apply,Unknown,Lap Belt,,,Does Not Apply,Passenger,,,M,39.0,UNKNOWN
9437593,3963055,08/14/2018,16:00,e857801d-beb6-4779-be66-87ad2bbd5010,OCCUPANT,Unspecified,18737988.0,31.0,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M,31.0,UNKNOWN
12020125,4475890,08/27/2021,21:15,57f13a46-8af5-4162-be21-7e1087bfb531,OTHER MOTORIZED,Unspecified,20103431.0,55.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Helmet (Motorcycle Only),,,Does Not Apply,Driver,,,M,55.0,UNKNOWN
13316741,4800072,03/17/2025,4:20,f2ea8fa8-0f72-4510-9151-7740d77eff54,OCCUPANT,Injured,20844736.0,46.0,Not Ejected,Conscious,Chest,Driver,Lap Belt,,,Complaint of Pain or Nausea,Driver,,,M,46.0,INJURED
6707936,3589784,12/30/2016,12:37,3232305,OCCUPANT,Unspecified,17401010.0,36.0,,,,,,,,,Registrant,,,M,36.0,UNKNOWN
13439705,4832490,07/31/2025,14:30,4776118b-81af-4265-a704-e1ee0699acfe,PEDESTRIAN,Injured,,,,Conscious,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Working in Roadway,Complaint of Pain or Nausea,Pedestrian,Unspecified,Unspecified,M,38.0,INJURED
6957032,3673049,05/18/2017,6:30,458f097b-eedb-48f4-8391-d9541ab1a863,OCCUPANT,Unspecified,17520622.0,23.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Harness,,,Does Not Apply,Driver,,,M,23.0,UNKNOWN
9598174,3959123,08/11/2018,18:00,55a38d92-58c2-43c9-ac80-345a14adc1c6,OCCUPANT,Unspecified,18817337.0,28.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,28.0,UNKNOWN
12673594,4645353,07/15/2023,6:44,f5e7baac-da13-4789-89a9-5599c53f1c07,OCCUPANT,Injured,20477217.0,35.0,Not Ejected,Conscious,Back,Driver,Unknown,,,Whiplash,Driver,,,M,35.0,INJURED
10046870,4182854,08/04/2019,23:00,e78fcd80-3780-426e-bbc1-727c6887d69f,OCCUPANT,Unspecified,19039570.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN
11424311,4350684,09/22/2020,17:39,0ca7e946-e472-4aad-8934-34e8df1d62aa,OCCUPANT,Unspecified,19756089.0,35.0,,,,,,,,,Registrant,,,F,35.0,UNKNOWN
12231217,4531161,05/25/2022,19:30,a93b4d93-9f29-41f0-8e13-e17f20f2abc2,OCCUPANT,Unspecified,20225106.0,35.0,,,,,,,,,Registrant,,,M,35.0,UNKNOWN
6640732,3536136,10/08/2016,21:24,2252821,OCCUPANT,Unspecified,17368715.0,45.0,,,,,,,,,Registrant,,,F,45.0,UNKNOWN
11013817,4279362,01/24/2020,16:05,81d47270-c60c-404b-8d70-3c1a5b8056e8,OCCUPANT,Unspecified,19534911.0,38.0,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Lap Belt,,,Does Not Apply,Passenger,,,F,38.0,UNKNOWN
11186526,3875973,04/06/2018,8:20,4f258db3-5f47-4eae-94a2-91ccd7c8e284,OCCUPANT,Unspecified,19625889.0,61.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,61.0,UNKNOWN
12694185,4651110,02/25/2023,23:15,cc0edf3c-3147-43af-bdaa-4c70daaee8ee,OCCUPANT,Unspecified,20489013.0,17.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M,17.0,UNKNOWN
12441922,4586155,11/30/2022,14:26,813089bd-4d81-47c5-b6d5-b5aeaf5a78aa,OCCUPANT,Unspecified,20346117.0,48.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,48.0,UNKNOWN
13530598,4856510,11/11/2025,8:32,9d0d709e-ce6a-47ce-b47d-b40f69966061,OCCUPANT,Unspecified,20967481.0,71.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,71.0,UNKNOWN
